network_id,type,subtype,id_pair,species_1,label_1,degree_1,species_2,label_2,degree_2,number_sp_label_1,number_sp_label_2,connected,normalized_degree_sp_1,normalized_degree_sp_2,network_connectance,sum_1,sum_2,sum_shared
M_PL_057,M,PlantPollinator,579,"Deutzia crenata",Plant,103,"Polistes mandarinus",Pollinator,3,114,883,1,0.1166,0.0263,0.019,327,3,1
M_PL_054,M,PlantPollinator,579,"Deutzia crenata",Plant,19,"Polistes mandarinus",Pollinator,3,113,318,0,0.0597,0.0265,0.022,48,9,0
M_PL_054,M,PlantPollinator,544,"Deutzia crenata",Plant,19,"Sphaerophoria macrogaster",Pollinator,14,113,318,1,0.0597,0.1239,0.022,48,45,1
M_PL_057,M,PlantPollinator,544,"Deutzia crenata",Plant,103,"Sphaerophoria macrogaster",Pollinator,13,114,883,1,0.1166,0.114,0.019,327,67,3
M_PL_054,M,PlantPollinator,375,"Deutzia crenata",Plant,19,"Sphaerophoria menthastri",Pollinator,4,113,318,1,0.0597,0.0354,0.022,48,5,1
M_PL_057,M,PlantPollinator,375,"Deutzia crenata",Plant,103,"Sphaerophoria menthastri",Pollinator,8,114,883,1,0.1166,0.0702,0.019,327,17,6
M_PL_057,M,PlantPollinator,585,"Deutzia crenata",Plant,103,"Vespa xanthoptera",Pollinator,10,114,883,1,0.1166,0.0877,0.019,327,41,1
M_PL_054,M,PlantPollinator,585,"Deutzia crenata",Plant,19,"Vespa xanthoptera",Pollinator,12,113,318,0,0.0597,0.1062,0.022,48,25,0
M_PL_057,M,PlantPollinator,587,"Deutzia crenata",Plant,103,"Vollucella tabanoides",Pollinator,2,114,883,1,0.1166,0.0175,0.019,327,3,2
M_PL_054,M,PlantPollinator,587,"Deutzia crenata",Plant,19,"Vollucella tabanoides",Pollinator,1,113,318,0,0.0597,0.0088,0.022,48,1,0
M_PL_054,M,PlantPollinator,545,"Deutzia crenata",Plant,19,"Xylocopa appendiculata circumvolan",Pollinator,24,113,318,1,0.0597,0.2124,0.022,48,95,2
M_PL_057,M,PlantPollinator,545,"Deutzia crenata",Plant,103,"Xylocopa appendiculata circumvolan",Pollinator,1,114,883,1,0.1166,0.0088,0.019,327,2,2
M_PL_057,M,PlantPollinator,708,"Deutzia maximowicziana",Plant,44,"Bombus ardens",Pollinator,14,114,883,1,0.0498,0.1228,0.019,80,40,4
M_PL_054,M,PlantPollinator,708,"Deutzia maximowicziana",Plant,2,"Bombus ardens",Pollinator,8,113,318,0,0.0063,0.0708,0.022,3,26,0
M_PL_057,M,PlantPollinator,710,"Deutzia maximowicziana",Plant,44,"Ceratina japonica",Pollinator,34,114,883,1,0.0498,0.2982,0.019,80,168,7
M_PL_054,M,PlantPollinator,710,"Deutzia maximowicziana",Plant,2,"Ceratina japonica",Pollinator,2,113,318,0,0.0063,0.0177,0.022,3,2,0
M_PL_057,M,PlantPollinator,711,"Deutzia maximowicziana",Plant,44,"Episyrphus balteatus",Pollinator,30,114,883,1,0.0498,0.2632,0.019,80,101,1
M_PL_054,M,PlantPollinator,711,"Deutzia maximowicziana",Plant,2,"Episyrphus balteatus",Pollinator,10,113,318,0,0.0063,0.0885,0.022,3,17,0
M_PL_057,M,PlantPollinator,712,"Deutzia maximowicziana",Plant,44,"Helophilus virgatus",Pollinator,10,114,883,1,0.0498,0.0877,0.019,80,33,1
M_PL_054,M,PlantPollinator,712,"Deutzia maximowicziana",Plant,2,"Helophilus virgatus",Pollinator,5,113,318,0,0.0063,0.0442,0.022,3,5,0
M_PL_057,M,PlantPollinator,713,"Deutzia maximowicziana",Plant,44,"Hylaeus floralis",Pollinator,7,114,883,1,0.0498,0.0614,0.019,80,13,1
M_PL_054,M,PlantPollinator,713,"Deutzia maximowicziana",Plant,2,"Hylaeus floralis",Pollinator,1,113,318,0,0.0063,0.0088,0.022,3,1,0
M_PL_057,M,PlantPollinator,714,"Deutzia maximowicziana",Plant,44,"Lasius niger",Pollinator,6,114,883,1,0.0498,0.0526,0.019,80,18,2
M_PL_054,M,PlantPollinator,714,"Deutzia maximowicziana",Plant,2,"Lasius niger",Pollinator,5,113,318,0,0.0063,0.0442,0.022,3,5,0
M_PL_057,M,PlantPollinator,715,"Deutzia maximowicziana",Plant,44,"Megaspis zonata",Pollinator,12,114,883,1,0.0498,0.1053,0.019,80,14,1
M_PL_054,M,PlantPollinator,715,"Deutzia maximowicziana",Plant,2,"Megaspis zonata",Pollinator,3,113,318,0,0.0063,0.0265,0.022,3,3,0
M_PL_057,M,PlantPollinator,716,"Deutzia maximowicziana",Plant,44,"Nipponovalgus angusticollis",Pollinator,4,114,883,1,0.0498,0.0351,0.019,80,12,7
M_PL_054,M,PlantPollinator,716,"Deutzia maximowicziana",Plant,2,"Nipponovalgus angusticollis",Pollinator,1,113,318,0,0.0063,0.0088,0.022,3,1,0
M_PL_057,M,PlantPollinator,717,"Deutzia maximowicziana",Plant,44,"Nomada ginran",Pollinator,5,114,883,1,0.0498,0.0439,0.019,80,13,3
M_PL_054,M,PlantPollinator,717,"Deutzia maximowicziana",Plant,2,"Nomada ginran",Pollinator,3,113,318,0,0.0063,0.0265,0.022,3,3,0
M_PL_057,M,PlantPollinator,718,"Deutzia maximowicziana",Plant,44,"Nomada shepparadana okubira",Pollinator,11,114,883,1,0.0498,0.0965,0.019,80,52,7
M_PL_054,M,PlantPollinator,718,"Deutzia maximowicziana",Plant,2,"Nomada shepparadana okubira",Pollinator,1,113,318,0,0.0063,0.0088,0.022,3,1,0
M_PL_057,M,PlantPollinator,719,"Deutzia maximowicziana",Plant,44,"Philopota nigroaenea",Pollinator,4,114,883,1,0.0498,0.0351,0.019,80,9,2
M_PL_054,M,PlantPollinator,719,"Deutzia maximowicziana",Plant,2,"Philopota nigroaenea",Pollinator,7,113,318,0,0.0063,0.0619,0.022,3,12,0
M_PL_057,M,PlantPollinator,720,"Deutzia maximowicziana",Plant,44,"Sphaerophoria macrogaster",Pollinator,13,114,883,1,0.0498,0.114,0.019,80,67,1
M_PL_054,M,PlantPollinator,720,"Deutzia maximowicziana",Plant,2,"Sphaerophoria macrogaster",Pollinator,14,113,318,0,0.0063,0.1239,0.022,3,45,0
M_PL_055,M,PlantPollinator,707,"Eupatorium chinense",Plant,4,"Oxycetonia jucunda",Pollinator,2,64,195,1,0.0205,0.0313,0.035,5,6,2
M_PL_057,M,PlantPollinator,707,"Eupatorium chinense",Plant,1,"Oxycetonia jucunda",Pollinator,2,114,883,0,0.0011,0.0175,0.019,1,2,0
M_PL_055,M,PlantPollinator,860,"Houttuynia cordata",Plant,1,"Episyrphus balteatus",Pollinator,8,64,195,1,0.0051,0.125,0.035,1,10,1
M_PL_057,M,PlantPollinator,860,"Houttuynia cordata",Plant,1,"Episyrphus balteatus",Pollinator,30,114,883,1,0.0011,0.2632,0.019,1,101,1
M_PL_054,M,PlantPollinator,859,"Hydrangea macrophylla",Plant,4,"Apis cerana japonica",Pollinator,23,113,318,1,0.0126,0.2035,0.022,4,92,1
M_PL_057,M,PlantPollinator,859,"Hydrangea macrophylla",Plant,35,"Apis cerana japonica",Pollinator,17,114,883,0,0.0396,0.1491,0.019,135,56,0
M_PL_054,M,PlantPollinator,746,"Hydrangea macrophylla",Plant,4,"Bombus hypocrita hypocrita",Pollinator,7,113,318,1,0.0126,0.0619,0.022,4,16,1
M_PL_057,M,PlantPollinator,746,"Hydrangea macrophylla",Plant,35,"Bombus hypocrita hypocrita",Pollinator,18,114,883,1,0.0396,0.1579,0.019,135,51,7
M_PL_057,M,PlantPollinator,872,"Hydrangea macrophylla",Plant,35,"Ceratina japonica",Pollinator,34,114,883,1,0.0396,0.2982,0.019,135,168,3
M_PL_054,M,PlantPollinator,872,"Hydrangea macrophylla",Plant,4,"Ceratina japonica",Pollinator,2,113,318,0,0.0126,0.0177,0.022,4,2,0
M_PL_057,M,PlantPollinator,875,"Hydrangea macrophylla",Plant,35,"Eurystylus coelestialium",Pollinator,10,114,883,1,0.0396,0.0877,0.019,135,27,1
M_PL_054,M,PlantPollinator,875,"Hydrangea macrophylla",Plant,4,"Eurystylus coelestialium",Pollinator,3,113,318,0,0.0126,0.0265,0.022,4,9,0
M_PL_057,M,PlantPollinator,771,"Hydrangea macrophylla",Plant,35,"Lasioglossum baleicum",Pollinator,7,114,883,1,0.0396,0.0614,0.019,135,32,23
M_PL_054,M,PlantPollinator,771,"Hydrangea macrophylla",Plant,4,"Lasioglossum baleicum",Pollinator,1,113,318,0,0.0126,0.0088,0.022,4,1,0
M_PL_057,M,PlantPollinator,877,"Hydrangea macrophylla",Plant,35,"Lasioglossum occidens",Pollinator,18,114,883,1,0.0396,0.1579,0.019,135,68,5
M_PL_054,M,PlantPollinator,877,"Hydrangea macrophylla",Plant,4,"Lasioglossum occidens",Pollinator,19,113,318,0,0.0126,0.1681,0.022,4,55,0
M_PL_057,M,PlantPollinator,878,"Hydrangea macrophylla",Plant,35,"Lasioglossum sibiriacum",Pollinator,10,114,883,1,0.0396,0.0877,0.019,135,27,11
M_PL_054,M,PlantPollinator,878,"Hydrangea macrophylla",Plant,4,"Lasioglossum sibiriacum",Pollinator,1,113,318,0,0.0126,0.0088,0.022,4,2,0
M_PL_057,M,PlantPollinator,745,"Hydrangea paniculata",Plant,34,"Bombus honshuensis",Pollinator,8,114,883,1,0.0385,0.0702,0.019,96,20,1
M_PL_056,M,PlantPollinator,745,"Hydrangea paniculata",Plant,14,"Bombus honshuensis",Pollinator,20,91,365,0,0.0384,0.2198,0.026,21,109,0
M_PL_057,M,PlantPollinator,751,"Hydrangea paniculata",Plant,34,"Ectinohoplia obducta",Pollinator,1,114,883,1,0.0385,0.0088,0.019,96,1,1
M_PL_056,M,PlantPollinator,751,"Hydrangea paniculata",Plant,14,"Ectinohoplia obducta",Pollinator,1,91,365,0,0.0384,0.011,0.026,21,4,0
M_PL_057,M,PlantPollinator,1010,"Hydrangea paniculata",Plant,34,"Episyrphus balteatus",Pollinator,30,114,883,1,0.0385,0.2632,0.019,96,101,1
M_PL_056,M,PlantPollinator,1010,"Hydrangea paniculata",Plant,14,"Episyrphus balteatus",Pollinator,1,91,365,0,0.0384,0.011,0.026,21,1,0
M_PL_057,M,PlantPollinator,756,"Hydrangea paniculata",Plant,34,"Eristalis cerealis",Pollinator,16,114,883,1,0.0385,0.1404,0.019,96,52,1
M_PL_056,M,PlantPollinator,756,"Hydrangea paniculata",Plant,14,"Eristalis cerealis",Pollinator,2,91,365,0,0.0384,0.022,0.026,21,2,0
M_PL_056,M,PlantPollinator,770,"Hydrangea paniculata",Plant,14,"Lasioglossum apristum",Pollinator,11,91,365,1,0.0384,0.1209,0.026,21,66,1
M_PL_057,M,PlantPollinator,770,"Hydrangea paniculata",Plant,34,"Lasioglossum apristum",Pollinator,37,114,883,1,0.0385,0.3246,0.019,96,286,4
M_PL_056,M,PlantPollinator,861,"Hydrangea paniculata",Plant,14,"Leptura ochraceofasciata",Pollinator,1,91,365,1,0.0384,0.011,0.026,21,1,1
M_PL_057,M,PlantPollinator,861,"Hydrangea paniculata",Plant,34,"Leptura ochraceofasciata",Pollinator,2,114,883,1,0.0385,0.0175,0.019,96,12,11
M_PL_056,M,PlantPollinator,862,"Hydrangea paniculata",Plant,14,"Pachytodes cometes",Pollinator,5,91,365,1,0.0384,0.0549,0.026,21,9,2
M_PL_057,M,PlantPollinator,862,"Hydrangea paniculata",Plant,34,"Pachytodes cometes",Pollinator,1,114,883,1,0.0385,0.0088,0.019,96,2,2
M_PL_007,M,PlantPollinator,599,"Hypochoeris radicata",Plant,4,"Bombus lapidarius",Pollinator,10,16,36,1,0.1111,0.625,0.148,8,528,4
M_PL_006,M,PlantPollinator,599,"Hypochoeris radicata",Plant,15,"Bombus lapidarius",Pollinator,1,17,61,0,0.2459,0.0588,0.141,53,1,0
M_PL_017,M,PlantPollinator,599,"Hypochoeris radicata",Plant,10,"Bombus lapidarius",Pollinator,4,25,79,0,0.1266,0.16,0.151,38,6,0
M_PL_006,M,PlantPollinator,595,"Hypochoeris radicata",Plant,15,"Bombus pascuorum",Pollinator,10,17,61,1,0.2459,0.5882,0.141,53,84,2
M_PL_007,M,PlantPollinator,595,"Hypochoeris radicata",Plant,4,"Bombus pascuorum",Pollinator,7,16,36,0,0.1111,0.4375,0.148,8,48,0
M_PL_017,M,PlantPollinator,595,"Hypochoeris radicata",Plant,10,"Bombus pascuorum",Pollinator,5,25,79,0,0.1266,0.2,0.151,38,27,0
M_PL_006,M,PlantPollinator,596,"Hypochoeris radicata",Plant,15,"Bombus terrestris/lucorum",Pollinator,10,17,61,1,0.2459,0.5882,0.141,53,1276,15
M_PL_007,M,PlantPollinator,596,"Hypochoeris radicata",Plant,4,"Bombus terrestris/lucorum",Pollinator,3,16,36,0,0.1111,0.1875,0.148,8,14,0
M_PL_007,M,PlantPollinator,600,"Hypochoeris radicata",Plant,4,"Episyrphus balteatus",Pollinator,5,16,36,1,0.1111,0.3125,0.148,8,21,2
M_PL_017,M,PlantPollinator,600,"Hypochoeris radicata",Plant,10,"Episyrphus balteatus",Pollinator,14,25,79,1,0.1266,0.56,0.151,38,159,3
M_PL_006,M,PlantPollinator,597,"Hypochoeris radicata",Plant,15,"Eristalis intricarius",Pollinator,4,17,61,1,0.2459,0.2353,0.141,53,29,1
M_PL_007,M,PlantPollinator,597,"Hypochoeris radicata",Plant,4,"Eristalis intricarius",Pollinator,1,16,36,0,0.1111,0.0625,0.148,8,1,0
M_PL_006,M,PlantPollinator,598,"Hypochoeris radicata",Plant,15,"Eristalis nemorum",Pollinator,2,17,61,1,0.2459,0.1176,0.141,53,36,1
M_PL_007,M,PlantPollinator,598,"Hypochoeris radicata",Plant,4,"Eristalis nemorum",Pollinator,1,16,36,0,0.1111,0.0625,0.148,8,3,0
M_PL_007,M,PlantPollinator,909,"Hypochoeris radicata",Plant,4,"Lasioglossum villosulum",Pollinator,1,16,36,1,0.1111,0.0625,0.148,8,1,1
M_PL_006,M,PlantPollinator,909,"Hypochoeris radicata",Plant,15,"Lasioglossum villosulum",Pollinator,1,17,61,0,0.2459,0.0588,0.141,53,1,0
M_PL_006,M,PlantPollinator,906,"Hypochoeris radicata",Plant,15,"Syritta pipiens",Pollinator,2,17,61,1,0.2459,0.1176,0.141,53,30,1
M_PL_017,M,PlantPollinator,906,"Hypochoeris radicata",Plant,10,"Syritta pipiens",Pollinator,10,25,79,0,0.1266,0.4,0.151,38,60,0
M_PL_006,M,PlantPollinator,907,"Hypochoeris radicata",Plant,15,"Tropidia scitta",Pollinator,3,17,61,1,0.2459,0.1765,0.141,53,256,3
M_PL_007,M,PlantPollinator,907,"Hypochoeris radicata",Plant,4,"Tropidia scitta",Pollinator,1,16,36,0,0.1111,0.0625,0.148,8,1,0
M_PL_055,M,PlantPollinator,1144,"Ixeris debilis",Plant,2,"Sphaerophoria macrogaster",Pollinator,16,64,195,1,0.0103,0.25,0.035,3,31,1
M_PL_054,M,PlantPollinator,1144,"Ixeris debilis",Plant,2,"Sphaerophoria macrogaster",Pollinator,14,113,318,0,0.0063,0.1239,0.022,2,45,0
M_PL_054,M,PlantPollinator,932,"Ixeris dentata",Plant,2,"Andrena Knuthi",Pollinator,3,113,318,1,0.0063,0.0265,0.022,2,15,1
M_PL_055,M,PlantPollinator,932,"Ixeris dentata",Plant,3,"Andrena Knuthi",Pollinator,3,64,195,0,0.0154,0.0469,0.035,4,6,0
M_PL_055,M,PlantPollinator,1138,"Ixeris dentata",Plant,3,"Ceratina flavipes",Pollinator,2,64,195,1,0.0154,0.0313,0.035,4,3,2
M_PL_054,M,PlantPollinator,1138,"Ixeris dentata",Plant,2,"Ceratina flavipes",Pollinator,11,113,318,0,0.0063,0.0973,0.022,2,36,0
M_PL_057,M,PlantPollinator,1138,"Ixeris dentata",Plant,4,"Ceratina flavipes",Pollinator,2,114,883,0,0.0045,0.0175,0.019,4,2,0
M_PL_057,M,PlantPollinator,1158,"Ixeris dentata",Plant,4,"Lasioglossum apristum",Pollinator,37,114,883,1,0.0045,0.3246,0.019,4,286,1
M_PL_056,M,PlantPollinator,1158,"Ixeris dentata",Plant,4,"Lasioglossum apristum",Pollinator,11,91,365,0,0.011,0.1209,0.026,4,66,0
M_PL_057,M,PlantPollinator,1160,"Ixeris dentata",Plant,4,"Lasioglossum japonicum",Pollinator,7,114,883,1,0.0045,0.0614,0.019,4,8,1
M_PL_054,M,PlantPollinator,1160,"Ixeris dentata",Plant,2,"Lasioglossum japonicum",Pollinator,8,113,318,0,0.0063,0.0708,0.022,2,10,0
M_PL_055,M,PlantPollinator,1160,"Ixeris dentata",Plant,3,"Lasioglossum japonicum",Pollinator,3,64,195,0,0.0154,0.0469,0.035,4,3,0
M_PL_057,M,PlantPollinator,1161,"Ixeris dentata",Plant,4,"Lasioglossum nipponense",Pollinator,2,114,883,1,0.0045,0.0175,0.019,4,4,1
M_PL_056,M,PlantPollinator,1161,"Ixeris dentata",Plant,4,"Lasioglossum nipponense",Pollinator,5,91,365,0,0.011,0.0549,0.026,4,10,0
M_PL_054,M,PlantPollinator,1135,"Ixeris dentata",Plant,2,"Metasyrphus nintens",Pollinator,2,113,318,1,0.0063,0.0177,0.022,2,2,1
M_PL_057,M,PlantPollinator,1135,"Ixeris dentata",Plant,4,"Metasyrphus nintens",Pollinator,1,114,883,0,0.0045,0.0088,0.019,4,1,0
M_PL_055,M,PlantPollinator,1137,"Justicia procumbens",Plant,7,"Apis mellifera",Pollinator,3,64,195,1,0.0359,0.0469,0.035,9,4,1
M_PL_054,M,PlantPollinator,1137,"Justicia procumbens",Plant,9,"Apis mellifera",Pollinator,15,113,318,0,0.0283,0.1327,0.022,18,47,0
M_PL_055,M,PlantPollinator,1139,"Justicia procumbens",Plant,7,"Ceratina japonica",Pollinator,4,64,195,1,0.0359,0.0625,0.035,9,11,3
M_PL_054,M,PlantPollinator,1139,"Justicia procumbens",Plant,9,"Ceratina japonica",Pollinator,2,113,318,0,0.0283,0.0177,0.022,18,2,0
M_PL_054,M,PlantPollinator,1133,"Justicia procumbens",Plant,9,"Eurema hecabe",Pollinator,3,113,318,1,0.0283,0.0265,0.022,18,10,4
M_PL_055,M,PlantPollinator,1133,"Justicia procumbens",Plant,7,"Eurema hecabe",Pollinator,1,64,195,0,0.0359,0.0156,0.035,9,1,0
M_PL_054,M,PlantPollinator,1134,"Justicia procumbens",Plant,9,"Helophilus virgatus",Pollinator,5,113,318,1,0.0283,0.0442,0.022,18,5,1
M_PL_055,M,PlantPollinator,1134,"Justicia procumbens",Plant,7,"Helophilus virgatus",Pollinator,3,64,195,0,0.0359,0.0469,0.035,9,6,0
M_PL_055,M,PlantPollinator,1141,"Justicia procumbens",Plant,7,"Lasioglossum sibiriacum",Pollinator,12,64,195,1,0.0359,0.1875,0.035,9,19,1
M_PL_054,M,PlantPollinator,1141,"Justicia procumbens",Plant,9,"Lasioglossum sibiriacum",Pollinator,1,113,318,0,0.0283,0.0088,0.022,18,2,0
M_PL_055,M,PlantPollinator,1142,"Kalimeris pinnatifida",Plant,10,"Megachile tsurugensis",Pollinator,3,64,195,1,0.0513,0.0469,0.035,30,3,1
M_PL_057,M,PlantPollinator,1142,"Kalimeris pinnatifida",Plant,1,"Megachile tsurugensis",Pollinator,6,114,883,0,0.0011,0.0526,0.019,1,9,0
M_PL_057,M,PlantPollinator,1149,"Kalimeris yomena",Plant,46,"Ceratina esakii",Pollinator,9,114,883,1,0.0521,0.0789,0.019,132,30,1
M_PL_055,M,PlantPollinator,1149,"Kalimeris yomena",Plant,6,"Ceratina esakii",Pollinator,1,64,195,0,0.0308,0.0156,0.035,6,1,0
M_PL_057,M,PlantPollinator,1151,"Kalimeris yomena",Plant,46,"Ceratina japonica",Pollinator,34,114,883,1,0.0521,0.2982,0.019,132,168,18
M_PL_055,M,PlantPollinator,1151,"Kalimeris yomena",Plant,6,"Ceratina japonica",Pollinator,4,64,195,0,0.0308,0.0625,0.035,6,11,0
M_PL_057,M,PlantPollinator,1156,"Kalimeris yomena",Plant,46,"Episyrphus balteatus",Pollinator,30,114,883,1,0.0521,0.2632,0.019,132,101,8
M_PL_055,M,PlantPollinator,1156,"Kalimeris yomena",Plant,6,"Episyrphus balteatus",Pollinator,8,64,195,0,0.0308,0.125,0.035,6,10,0
M_PL_057,M,PlantPollinator,1157,"Kalimeris yomena",Plant,46,"Helophilus virgatus",Pollinator,10,114,883,1,0.0521,0.0877,0.019,132,33,5
M_PL_055,M,PlantPollinator,1157,"Kalimeris yomena",Plant,6,"Helophilus virgatus",Pollinator,3,64,195,0,0.0308,0.0469,0.035,6,6,0
M_PL_055,M,PlantPollinator,1140,"Kalimeris yomena",Plant,6,"Hylaeus floralis",Pollinator,8,64,195,1,0.0308,0.125,0.035,6,10,1
M_PL_057,M,PlantPollinator,1140,"Kalimeris yomena",Plant,46,"Hylaeus floralis",Pollinator,7,114,883,1,0.0521,0.0614,0.019,132,13,1
M_PL_057,M,PlantPollinator,1169,"Kalimeris yomena",Plant,46,"Sphaerophoria macrogaster",Pollinator,13,114,883,1,0.0521,0.114,0.019,132,67,7
M_PL_055,M,PlantPollinator,1169,"Kalimeris yomena",Plant,6,"Sphaerophoria macrogaster",Pollinator,16,64,195,0,0.0308,0.25,0.035,6,31,0
M_PL_057,M,PlantPollinator,1145,"Kerria japonica",Plant,51,"Athalia japonica",Pollinator,3,114,883,1,0.0578,0.0263,0.019,145,3,1
M_PL_054,M,PlantPollinator,1145,"Kerria japonica",Plant,2,"Athalia japonica",Pollinator,2,113,318,0,0.0063,0.0177,0.022,2,2,0
M_PL_054,M,PlantPollinator,1131,"Kerria japonica",Plant,2,"Ceratina flavipes",Pollinator,11,113,318,1,0.0063,0.0973,0.022,2,36,1
M_PL_057,M,PlantPollinator,1131,"Kerria japonica",Plant,51,"Ceratina flavipes",Pollinator,2,114,883,0,0.0578,0.0175,0.019,145,2,0
M_PL_057,M,PlantPollinator,1152,"Kerria japonica",Plant,51,"Ceratina japonica",Pollinator,34,114,883,1,0.0578,0.2982,0.019,145,168,2
M_PL_054,M,PlantPollinator,1152,"Kerria japonica",Plant,2,"Ceratina japonica",Pollinator,2,113,318,0,0.0063,0.0177,0.022,2,2,0
M_PL_054,M,PlantPollinator,1132,"Kerria japonica",Plant,2,"Episyrphus balteatus",Pollinator,10,113,318,1,0.0063,0.0885,0.022,2,17,1
M_PL_057,M,PlantPollinator,1132,"Kerria japonica",Plant,51,"Episyrphus balteatus",Pollinator,30,114,883,0,0.0578,0.2632,0.019,145,101,0
M_PL_057,M,PlantPollinator,1165,"Kerria japonica",Plant,51,"Megaspis zonata",Pollinator,12,114,883,1,0.0578,0.1053,0.019,145,14,1
M_PL_054,M,PlantPollinator,1165,"Kerria japonica",Plant,2,"Megaspis zonata",Pollinator,3,113,318,0,0.0063,0.0265,0.022,2,3,0
M_PL_057,M,PlantPollinator,1166,"Kerria japonica",Plant,51,"Melanostoma scalare",Pollinator,26,114,883,1,0.0578,0.2281,0.019,145,128,38
M_PL_054,M,PlantPollinator,1166,"Kerria japonica",Plant,2,"Melanostoma scalare",Pollinator,3,113,318,0,0.0063,0.0265,0.022,2,4,0
M_PL_057,M,PlantPollinator,1171,"Kerria japonica",Plant,51,"Syrphus vitripennis",Pollinator,8,114,883,1,0.0578,0.0702,0.019,145,11,1
M_PL_054,M,PlantPollinator,1171,"Kerria japonica",Plant,2,"Syrphus vitripennis",Pollinator,1,113,318,0,0.0063,0.0088,0.022,2,1,0
M_PL_006,M,PlantPollinator,889,"Lathyrus pratensis",Plant,6,"Bombus hortorum",Pollinator,5,17,61,1,0.0984,0.2941,0.141,201,25,5
M_PL_007,M,PlantPollinator,889,"Lathyrus pratensis",Plant,1,"Bombus hortorum",Pollinator,1,16,36,0,0.0278,0.0625,0.148,4,1,0
M_PL_006,M,PlantPollinator,891,"Lathyrus pratensis",Plant,6,"Bombus pascuorum",Pollinator,10,17,61,1,0.0984,0.5882,0.141,201,84,18
M_PL_007,M,PlantPollinator,891,"Lathyrus pratensis",Plant,1,"Bombus pascuorum",Pollinator,7,16,36,1,0.0278,0.4375,0.148,4,48,4
M_PL_017,M,PlantPollinator,891,"Lathyrus pratensis",Plant,2,"Bombus pascuorum",Pollinator,5,25,79,1,0.0253,0.2,0.151,2,27,1
M_PL_006,M,PlantPollinator,894,"Lathyrus pratensis",Plant,6,"Bombus terrestris/lucorum",Pollinator,10,17,61,1,0.0984,0.5882,0.141,201,1276,175
M_PL_007,M,PlantPollinator,894,"Lathyrus pratensis",Plant,1,"Bombus terrestris/lucorum",Pollinator,3,16,36,0,0.0278,0.1875,0.148,4,14,0
M_PL_006,M,PlantPollinator,888,"Leucanthemum vulgare",Plant,49,"Andrena pubescens",Pollinator,2,17,61,1,0.8033,0.1176,0.141,1586,2,1
M_PL_007,M,PlantPollinator,888,"Leucanthemum vulgare",Plant,21,"Andrena pubescens",Pollinator,1,16,36,0,0.5833,0.0625,0.148,146,1,0
M_PL_006,M,PlantPollinator,890,"Leucanthemum vulgare",Plant,49,"Bombus hortorum",Pollinator,5,17,61,1,0.8033,0.2941,0.141,1586,25,2
M_PL_007,M,PlantPollinator,890,"Leucanthemum vulgare",Plant,21,"Bombus hortorum",Pollinator,1,16,36,0,0.5833,0.0625,0.148,146,1,0
M_PL_007,M,PlantPollinator,908,"Leucanthemum vulgare",Plant,21,"Bombus lapidarius",Pollinator,10,16,36,1,0.5833,0.625,0.148,146,528,36
M_PL_006,M,PlantPollinator,908,"Leucanthemum vulgare",Plant,49,"Bombus lapidarius",Pollinator,1,17,61,0,0.8033,0.0588,0.141,1586,1,0
M_PL_006,M,PlantPollinator,892,"Leucanthemum vulgare",Plant,49,"Bombus pascuorum",Pollinator,10,17,61,1,0.8033,0.5882,0.141,1586,84,3
M_PL_007,M,PlantPollinator,892,"Leucanthemum vulgare",Plant,21,"Bombus pascuorum",Pollinator,7,16,36,0,0.5833,0.4375,0.148,146,48,0
M_PL_006,M,PlantPollinator,893,"Leucanthemum vulgare",Plant,49,"Bombus pratorum",Pollinator,3,17,61,1,0.8033,0.1765,0.141,1586,4,2
M_PL_007,M,PlantPollinator,893,"Leucanthemum vulgare",Plant,21,"Bombus pratorum",Pollinator,3,16,36,1,0.5833,0.1875,0.148,146,17,5
M_PL_006,M,PlantPollinator,895,"Leucanthemum vulgare",Plant,49,"Bombus terrestris/lucorum",Pollinator,10,17,61,1,0.8033,0.5882,0.141,1586,1276,33
M_PL_007,M,PlantPollinator,895,"Leucanthemum vulgare",Plant,21,"Bombus terrestris/lucorum",Pollinator,3,16,36,1,0.5833,0.1875,0.148,146,14,5
M_PL_006,M,PlantPollinator,896,"Leucanthemum vulgare",Plant,49,"Empis livida",Pollinator,1,17,61,1,0.8033,0.0588,0.141,1586,15,15
M_PL_007,M,PlantPollinator,896,"Leucanthemum vulgare",Plant,21,"Empis livida",Pollinator,3,16,36,1,0.5833,0.1875,0.148,146,32,20
M_PL_006,M,PlantPollinator,897,"Leucanthemum vulgare",Plant,49,"Eriothrix rufomaculatus",Pollinator,1,17,61,1,0.8033,0.0588,0.141,1586,2,2
M_PL_007,M,PlantPollinator,897,"Leucanthemum vulgare",Plant,21,"Eriothrix rufomaculatus",Pollinator,1,16,36,0,0.5833,0.0625,0.148,146,3,0
M_PL_006,M,PlantPollinator,898,"Leucanthemum vulgare",Plant,49,"Eristalis intricarius",Pollinator,4,17,61,1,0.8033,0.2353,0.141,1586,29,26
M_PL_007,M,PlantPollinator,898,"Leucanthemum vulgare",Plant,21,"Eristalis intricarius",Pollinator,1,16,36,0,0.5833,0.0625,0.148,146,1,0
M_PL_006,M,PlantPollinator,899,"Leucanthemum vulgare",Plant,49,"Eristalis nemorum",Pollinator,2,17,61,1,0.8033,0.1176,0.141,1586,36,35
